id	tweet	date	sentiment	about_covid	covid_word	about_china	china_word	link
1223627512611131394	call me racist but china is the most disgusting and unhygienic people	2020-02-01	-0.8196	0	NA	1	china	
1223629926072340480	Xiaozhan: “I’m Xiaozhan. In facing the new coronavirus, our hearts are with Hubei and our eyes are on Wuhan. We’re cheering…	2020-02-01	0.0	1	coronavirus	1	wuhan	
1223629796061483008	'The thing about China is that they can mobilize agencies and resources faster than anybody else can. The other side is…	2020-02-01	0.0	0	NA	1	china	
1223628231900835842	If you thought China owns the WHO, you would be right. It's time to either take back that organization from Beijing or…	2020-02-01	0.0	0	NA	1	china	
1223627575395803137	LetsBeatCoronaTogether  How Corona spread...  Rarely, fecal contamination	2020-02-01	0.0	1	corona	0	NA	
1223629881012965376	I’ll buy your ticket to China Bernie. I’m sure  wouldn’t mind. He’d even make you immune from justi…	2020-02-01	0.5423	0	NA	1	china	
1223629588502175744	Bhai ....calm down ....  Pakistan doesn't have facilities to monitor the virus .... Pakistan doesn't want to move them from china .....  Money problem and Medical facilities problem ..	2020-02-01	-0.683	1	virus	1	china	
1223630318835388416	Pakistani student in Wuhan shows how Indian students are being evacuated by their govt. While Pakistanis are left there to…	2020-02-01	0.0	0	NA	1	wuhan	
1223628870626099200	'the flu mortality rate is 10%, way above coronavirus 2%'  Huh?  Here are CDC numbers for 2017 influenza season. 44.8M infected…	2020-02-01	-0.3818	1	coronavirus	0	NA	
1223628762966786058	WHO Pakistan takes measures to prevent Coronavirus disease outbreak  APPNews	2020-02-01	0.0258	1	coronavirus	0	NA	
1223637072063422464	Daxingshan Temple situated on West Xingshansi Street of Xi'an, Shaanxi Province of China. The temple originally built in…	2020-02-01	0.0	0	NA	1	china	
1223637025552728064	I believe for the safety of everyone in the United Kingdom all sporting events especially the  should cancelled t…	2020-02-01	0.5165	0	NA	0	NA	
1223636654109294592	NEW: The arrested Harvard prof is tip of the iceberg. When the Texas A&amp;M system investigated how much Chinese money its f…	2020-02-01	-0.4767	0	NA	1	chinese	
1223627952316764160	The Chinese government has penalized 254 netizens for “spreading rumours” about the coronavirus, even though under-reporting i…	2020-02-01	0.0	1	coronavirus	1	chinese	
1223628941065244677	India flies 325 of its citizens out of Wuhan and Bangladesh taking out 361 citizens.  But Pakistan abandons it's citizen…	2020-02-01	-0.3182	0	NA	1	wuhan	
1223628535564328960	Everyone freaking out about coronarvirus seems to be forgetting China is essentially a third world country where hand w…	2020-02-01	0.1027	1	corona	1	china	
1223629751040036864	In the last 10 days, President Trump: • Worked on a Middle East peace plan • Stood up to China with a landmark trade agreeme…	2020-02-01	0.5859	0	NA	1	china	
1223629124230578178	January, 2020:  - Coronavirus  - Qassem Soleimani killed  - Brexit  - Iran shoots down Ukrainian plane  - Kobe Bryant d…	2020-02-01	-0.6705	1	coronavirus	0	NA	
1223630546095337472	Pakistani student in Wuhan shows how Indian students are being evacuated by their govt. While Pakistanis are left there to…	2020-02-01	0.0	0	NA	1	wuhan	
1223629801828777986	Australia Shuts Down Travel from Coronavirus-hit China	2020-02-01	0.0	1	coronavirus	1	china	
1223630089457299458	gavinandresen just liked this tweet:	2020-02-01	0.4215	0	NA	0	NA	
1223629105230307329	Really sad. A Pakistani student in Wuhan watching his Indian counterparts being evacuated. The students have been left…	2020-02-01	-0.5256	0	NA	1	wuhan	
1223629272398663680	Oh China. Get your shit together before we allow sick people to come here.	2020-02-01	-0.7184	0	NA	1	china	
1223628103630643200	Wishful thinking from today’s North Korean newspaper Rodong Sinmun on Wuhan coronavirus- the efficiency and superiorit…	2020-02-01	0.3612	1	coronavirus	1	wuhan	
1223629125312819200	Really sad. A Pakistani student in Wuhan watching his Indian counterparts being evacuated. The students have been left…	2020-02-01	-0.5256	0	NA	1	wuhan	
1223628520502546438	11,374 confirmed cases.  There are reports that more than 100,000 people in China are under medical observation.	2020-02-01	0.0	0	NA	1	china	
1223628333675618304	Pakistani student in Wuhan shows how Indian students are being evacuated by their govt. While Pakistanis are left there to…	2020-02-01	0.0	0	NA	1	wuhan	
1223636892652048386	CDC: Flu deaths reach 10K this season  Worry about the flu before you worry about Corona virus.	2020-02-01	-0.872	1	coronavirus	0	NA	
1223630464583258118	India has evacuated and Pakistan abandoned its students in Coronavirus hit Wuhan. Still likes of  call Mo…	2020-02-01	-0.0516	1	coronavirus	1	wuhan	
1223627650217852929	Amid CoronavirusOutbreak, Chinese people are demanding transparency. Fact matters a lot. We are learning lessons.	2020-02-01	-0.2023	1	coronavirus	1	chinese	
1223628768260083713	If most countries can impose a temporary travel ban on Chinese visitors and those who have recently travelled to China,…	2020-02-01	-0.7239	0	NA	1	china	
1223636643468300288	UPDATE: Hong Kong doctors and nurses vote to close China border	2020-02-01	0.0	0	NA	1	china	
1223637070918361090	This kills corona virus, how the fuck did they know abt this virus in 2019	2020-02-01	-0.7906	1	coronavirus	0	NA	
1223627754177888256	In the last 10 days, President Trump: • Worked on a Middle East peace plan • Stood up to China with a landmark trade agreeme…	2020-02-01	0.5859	0	NA	1	china	
1223628150917210113	This Coronavirus outbreak couple with Kobe’s death has really put into perspective just how fragile life really is for me. Something as simple as going about your daily routine can conclude your story. Something as microscopic as a virus or as large as a 6 ton helicopter...	2020-02-01	-0.5994	1	coronavirus	0	NA	
1223628785129414656	Dr.Liang who ws trating patients f coronavirus n Wuhan gets infcted while treating patients &amp; becomes d frst doctor 2 d…	2020-02-01	0.0	1	coronavirus	1	wuhan	
1223930316886245376	WHY IS I-4 STILL UNDER CONSTRUCTION orlando	2020-02-02	0.0	0	NA	0	NA	
1223930116067119105	China state secrecy likely caused deadly coronavirus outbreak to worsen	2020-02-02	-0.5106	1	coronavirus	1	china	
1223932718922125312	My thanks and gratitude to PM , EM  and the Government of India for expeditiously evacuating the 7…	2020-02-02	0.7351	0	NA	0	NA	
1223931997946511367	BREAKING NEWS Coronarivus  Germany   Two of the people who returned from Wuhan in China on Saturday are infected with the…	2020-02-02	-0.4939	1	corona	1	wuhan	
1223932515028754432	i went to a clinic and they asked questions so i think i am ok and just over thinking things cause i had these before the outbreak was happening n stuff,, the doctors prescribed antibiotics so when im finished with those ill probably be good snxnkwmajsjx	2020-02-02	0.3744	0	NA	0	NA	
1223930850779238406	NoMeat_NoCoronaVirus  Science could not stop Australia's fire.  China is now unable to stop the corona virus.  Disaster can be averted only by spiritual knowledge.	2020-02-02	-0.1501	1	coronavirus	1	china	
1223930107854614529	'Lover' is currently charting 1 in 6 countries on Apple Music:  1 Cambodia (+1) 1 China (=) 1 Laos (+1) 1 Nepal (+2…	2020-02-02	0.0	0	NA	1	china	
1223931993064263681	what is more worrisome than the coronavirus is the ineptitude of duterte's leadership during times of national emergencies / crisis	2020-02-02	-0.796	1	coronavirus	0	NA	
1223932545185677312	They don’t claim their martyrs in a war, they don’t claim their students caught in public health crisis. They are a sa…	2020-02-02	-0.8402	0	NA	0	NA	
1223932127411982336	Corona Virus update   Duterte : I will kill you if you ruin my country   But let me sleep first 😂	2020-02-02	-0.8591	1	coronavirus	0	NA	
1223931835115352064	US travel restrictions aimed at stopping spread of coronavirus to take effect	2020-02-02	-0.1531	1	coronavirus	0	NA	
1223932988221558784	Nice Boat Animation just released a short video in honour of the brave people helping during the WuhanCoronavirus outbreak…	2020-02-02	0.9022	1	coronavirus	1	wuhan	
1223930054826024962	I'm half-chinese. My dad is Chin-American. From my POV, banning all flights from China = practicality &amp; public health safety…	2020-02-02	0.0	0	NA	1	china	
1223930025000361986	Hindu Sages proved right once again.	2020-02-02	0.0	0	NA	0	NA	
1223931065007472640	Poor driver is thinking that he signed up to take kids on school trips and do a rail replacement service 🤣	2020-02-02	-0.4767	0	NA	0	NA	
1223929803193094144	10days it can only happen in a working nation...when is my country getting there?	2020-02-02	0.0	0	NA	0	NA	
1223931301637410816	2019-nCoV ARD (novel coronavirus) Update   The Philippines recorded its 2nd confirmed case and 1st death that is associ…	2020-02-02	-0.5994	1	ncov	0	NA	
1223930978004959232	Pakistani student in Wuhan shows how Indian students are being evacuated by their govt. While Pakistanis are left there to…	2020-02-02	0.0	0	NA	1	wuhan	
1223932292621578240	Nurse Nasim Zehra did a very strong campaign that Pakistan cannot treat Patient Nawaz Sharif and he should be sent to Lon…	2020-02-02	0.3259	0	NA	0	NA	
1223929961834217473	Senator Tom Cotton Shreds China's Official Virus Story, Warns Of 'Super Laboratory' Proximity | Zero Hedge	2020-02-02	0.5423	1	virus	1	china	
1223931712490463232	At least China can accommodate them temporarily along with their Uigher brothers, as a Uighumani-tarian consideration.	2020-02-02	0.0	0	NA	1	china	
1223932921259540480	You know what's over-reaction? Putting millions of people into concentration camp just because they chose to believe in…	2020-02-02	0.0	0	NA	0	NA	
1223929760893603840	these morons using the  NoMeat_NoCoronaVirus hashtag.... we have been eating meat for thousands of years. Even in the Bible.   Meat is not the problem..... contaminated meat in China might be, but not meat in general you twits.	2020-02-02	-0.1655	1	coronavirus	1	china	
1223932614622380032	Finally! Support 14daysGlobalShutdown	2020-02-02	0.4574	0	NA	0	NA	
1223933178626433024	This is sad that Pakistan is not calling it's citizens from Wuhan. It's more sad if a country that boasts and…	2020-02-02	-0.7351	0	NA	1	wuhan	
1223932703545970689	I guess Beijing came up with a quick solution to end cornonavirus epidemic.  Armed military men with rifles are roaming…	2020-02-02	0.3182	1	virus	0	NA	
1223933142102310912	CoV2019 CoronaOutbreak CoronaVirusOutbreak Wuhan  Woman WITH CoronaVirus has emotional breakdown leading to her arrest resulting in quarantine.  Allegations claim China are placing infected citizens in numerous Ghost City Tower Blocks which are sealed shut thus tombs...!!!	2020-02-02	-0.8433	1	coronavirus	1	wuhan	
1223930237718867968	WATCH Indian students who were brought back from Wuhan, China, dance at the quarantine facility of Indian Army in Manesar, Haryan…	2020-02-02	0.0	1	quarantine	1	wuhan	
1223932613993230336	Coronavirus themed cookies?	2020-02-02	0.0	1	coronavirus	0	NA	
1223930498520666112	Did The Simpsons also predict coronavirus?   coronovirusoutbreak	2020-02-02	0.0	1	coronavirus	0	NA	
1223932986472583170	The silver lining here is 24 PUIs were negative. We have two confirmed cases, one recovering, one dead. Both Chinese. No…	2020-02-02	-0.8402	0	NA	1	chinese	
1223930796379181056	In case you wondered how things like the CoronaVirus start in China...	2020-02-02	0.3612	1	coronavirus	1	china	
1223929914048401410	When I was in rural China last week people were saying there’s two places for Russian Roulette: meals, because communal eating, and games like cards/mahjong, because smoking culture and finger food snacks makes for significant hand-mouth contact then touching shared cards/tiles.	2020-02-02	0.6908	0	NA	1	china	
1223932763918651394	China's Hubei reports 45 new coronavirus deaths, total at 249	2020-02-02	0.0	1	coronavirus	1	china	
1223931962861277185	Due to Coronavirus outbreak, Source Music shares that GFRIEND's comeback showcase '回：LABYRINTH' will be held without an…	2020-02-02	0.296	1	coronavirus	0	NA	
1223930378496311296	They showed one dead boy on the beach &amp; pushed 20 million syrian &amp; other refugees in Germany &amp; around. . Now they are…	2020-02-02	-0.6486	0	NA	0	NA	
1223932181707247617	ScoMoMustGo. The  govt is in chaos. Apparently the 1K return fee that the PM mentioned last week for peeps i…	2020-02-02	-0.5719	0	NA	0	NA	
1223931911086792705	Germany is EU epicentre, just bad luck.	2020-02-02	-0.128	0	NA	0	NA	
1224128609683677185	Trump won Iowa by almost double digits in 2016  With  successful trade deals benefiting American workers/farmers/rancher…	2020-02-03	0.8176	0	NA	0	NA	
1224129056741810178	The 100 Most Handsome Men Of 2019  69- Dylan Wang (China)  Link:   TBWORLD2019	2020-02-03	0.5413	0	NA	1	china	
1224132889056382976	bro is that a curtain	2020-02-03	0.0	0	NA	0	NA	
1224128660950614018	I find it fascinating and incredibly comforting that Q hasn’t dropped about Coronavirus.	2020-02-03	0.7574	1	coronavirus	0	NA	
1224130204181979136	Are you Asian or of Asian descent, and have experienced racism or xenophobia related to the coronavirus? Then please DM m…	2020-02-03	-0.4215	1	coronavirus	1	asian	
1224130742533414915	😳After watching this and you STILL consume anything from China....  You’re either very brave or dumb as dirt.🤔	2020-02-03	0.0334	0	NA	1	china	
1224128541559685120	Amdist the Corona Virus, please don't forget about the now 3 Million Muslims suffering in concentration camps in China   The…	2020-02-03	-0.0346	1	coronavirus	1	china	
1224131796146761730	China's securities regulator CSRC has reportedly notified brokerages to suspend short selling of stocks from Feb 3, accordi…	2020-02-03	-0.0258	0	NA	1	china	
1224134713117265920	China Truth. This is horrible. A nightmare. I'm speechless.	2020-02-03	-0.296	0	NA	1	china	
1224130453285888000	A graph is worth a thousand letters. coronavirus. Source: NYTimes	2020-02-03	0.2263	1	coronavirus	0	NA	
1224135080068767746	Time to leave Twtter and TwitterCensirship alternative coming soon not like crap tries so far like Gab... Twitter bans financial site Zero Hedge over false coronavirus claims | Engadget	2020-02-03	-0.304	1	coronavirus	0	NA	
1224133215138398210	You know what's over-reaction? Putting millions of people into concentration camp just because they chose to believe in…	2020-02-03	0.0	0	NA	0	NA	
1224131854543908864	The 100 Most Handsome Men Of 2019  47- Kris Wu (China/Canda)   Link:   TBWORLD2019	2020-02-03	0.5413	0	NA	1	china	
1224130643170168832	BBC News - Coronavirus: China set to open speed-built hospital	2020-02-03	0.0	1	coronavirus	1	china	
1224132824615120896	It's not overreacted! Medical resource in HK cannot handle the increasing wuhanconoravirus patients. Wards are overused for yrs nowadays, we hv no more resource for it. If there's an huge outbreak, medics'll the 1st to be infected so as the hospital, followed by the district.	2020-02-03	-0.281	1	virus	1	wuhan	
1224128672291934208	China not telling us the full story...	2020-02-03	0.0	0	NA	1	china	
1224128903926538240	Some Indians are asking government to evacuate Pakistanis from China, as a gesture of friendship.   Pakistan is fully…	2020-02-03	0.4404	0	NA	1	china	
1224134584868143105	Barbarians. Nothing but barbarians. China	2020-02-03	0.0	0	NA	1	china	
1224132879413805061	I’m at the San Francisco International Airport.   They are checking IDs &amp; doing screenings before people are allowed to b…	2020-02-03	0.0	0	NA	0	NA	
1224132521790586880	You need to chill, stop being jealous of China.	2020-02-03	-0.6369	0	NA	1	china	
1224129748713951233	Our coronavirus response? “For the United States, the answers are especially worrying because the government has intenti…	2020-02-03	0.0276	1	coronavirus	0	NA	
1224130265666113537	China’s worst plagues:  SARS - 349 dead Swine flu - 651 Coronavirus - 170 (to date) Communism - 60 million	2020-02-03	-0.9001	1	coronavirus	1	china	
1224131753494925312	In South Africa, there’s a call center for Coronarivus	2020-02-03	0.0	1	corona	0	NA	
1224128697831063552	🇦🇺 Qantas coronavirus evacuation flight back out from Wuhan	2020-02-03	0.0	1	coronavirus	1	wuhan	
1224130172909162496	BREAKING: Another person under investigation for coronavirus in New York City	2020-02-03	0.0	1	coronavirus	0	NA	
1224133835715043329	China completes coronavirus hospital in Wuhan in 10 days, with a second hospital almost finished  via	2020-02-03	0.0	1	coronavirus	1	wuhan	
1224132301233090561	The new strain of coronavirus is less contagious than measles, says DOH Epidemiology Bureau Director Ferchito Avelino.   A…	2020-02-03	-0.3197	1	coronavirus	0	NA	
1224134771313344513	NEW: California reports 2 more cases of coronavirus, raising U.S. total to 11	2020-02-03	0.0	1	coronavirus	0	NA	
1224131234348990464	Q: Is it safe to receive a letter or a package from China? A: Yes, it is safe. People receiving packages from China are n…	2020-02-03	0.8176	0	NA	1	china	
1224130594122031104	I don't believe those numbers. When this oppressive regime is ready to shoot its coronarovirus victims, it means🇨🇳lost its…	2020-02-03	-0.6514	1	corona	0	NA	
1224134930051084288	BREAKING Activists were seen outside Sacramento International Airport protesting incoming flights from China!  WH has p…	2020-02-03	-0.4753	0	NA	1	china	
1224130356825055233	Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…	2020-02-03	0.0	1	coronavirus	1	chinese	
1224133050314833921	NoMeat_NoCoronaVirus Stop Eating Meat Corona Virus Came from Wild or Domestic Animals. One should never consume meat.…	2020-02-03	-0.296	1	coronavirus	0	NA	
1224130223161081856	ALL of you are personally responsible for death of any Canadian due to community acqu…	2020-02-03	-0.3818	0	NA	0	NA	
1224133697491865600	Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…	2020-02-03	0.0	1	coronavirus	1	chinese	
1224131945875025921	The Wuhan coronavirus spreading from China is now likely to become a pandemic that circles the globe, according to experts. Bu…	2020-02-03	0.0	1	coronavirus	1	wuhan	
1224534559552761861	🍁 IF YOU TALK TO HIM, YOU WILL FORGET THAT YOU EVEN EXISTED WITHOUT HIM AT SOME POINT IN TIME OF YOUR LIFE🍁	2020-02-04	-0.2263	0	NA	0	NA	
1224528293543776256	Not sure about that. This article in Science says no.	2020-02-04	-0.4874	0	NA	0	NA	
1224529835550076928	Hong Kong gov still refusing to close the borders and still welcoming thousands and thousands of WuhanCoronovirus carriers are rushing to HK every day.  First death from coronavirus in HK recorded tdy.  Please send medical help to HK.	2020-02-04	0.0772	1	coronavirus	1	wuhan	
1224532600670257153	Cool!	2020-02-04	0.3802	0	NA	0	NA	
1224528006472982529	You should drop a song of hope type thing for the outbreak in China of Cronoavirus and all the sales go to…	2020-02-04	0.2023	1	virus	1	china	
1224528945464455169	People from Wuhan — the epicenter of the virus — are being treated like pariahs. Neighbors barricade their doors w/ metal poles…	2020-02-04	0.3612	1	virus	1	wuhan	
1224534062942978048	BREAKING: a 39-year-old man living in Whampoa became the first death among those infected with nCov2019, three medical sour…	2020-02-04	-0.7964	1	ncov	0	NA	
1224528986056904707	ww3 rumors, corona virus, Kobe’s tragic death 😢	2020-02-04	-0.7845	1	coronavirus	0	NA	
1224529435476615175	If you want a real, scientifically probable reason to want Trump gone, please read this.  Thanks.	2020-02-04	0.7003	0	NA	0	NA	
1224531947684270082	The Horror of China's Bio-Weapon Virus, Caught on Camera.  . . . a little prep now	2020-02-04	-0.5719	1	virus	1	china	
1224528134105518082	This Chinese doctor tried to save lives, but was silenced. Now he has coronaviru	2020-02-04	0.2732	1	corona	1	chinese	
1224532355370618881	Nigga went and studied very hard in China 🇨🇳 and he was the best student in overall even his lectures and professor we…	2020-02-04	0.5434	0	NA	1	china	
1224531977564372993	Due to the threat of novel coronavirus, the  recently adjusted the travel advisory for China to a Level 4, meaning i…	2020-02-04	-0.2732	1	coronavirus	1	china	
1224531178985791489	The death toll from the Wuhan coronavirus has topped 400, and authorities in China and across the world are working to contain the…	2020-02-04	-0.5994	1	coronavirus	1	wuhan	
1224531099079938049	Bat shit spreads coronavirus	2020-02-04	-0.5574	1	coronavirus	0	NA	
1224533433847701505	People are burning houses of the infected. It is much more serious than what they tell us.  Wuhan coronavirus pandemic WH…	2020-02-04	-0.5849	1	coronavirus	1	wuhan	
1224534425834147841	SciTechDaily Confirmed Coronavirus Cases Climb to 11,953 Globally – 259 Deaths in China: WHO Novel Coronavirus (2019-nCoV) Si…	2020-02-04	0.3182	1	ncov	1	china	
1224534303582887937	A total of 241 Australians have reached the Australian territory of Christmas Island, site of a fmr. off-shore immigration detenti…	2020-02-04	0.1027	0	NA	0	NA	
1224534164398952448	Likely because children are more susceptible to CoVs.   Also maybe because palahubog mga college Sillimanian so di madutlan kay self-sanitizing ang alcohol? 🥃🍻🤣	2020-02-04	0.0	0	NA	0	NA	
1224530630874222593	No point. Dems like this are blind as bats. Coronavirus of the brain.	2020-02-04	-0.34	1	coronavirus	0	NA	
1224534300659347457	Scientists form Koch institute, Germany who firstly published paper regarding spread of corona from a non symptomatic p…	2020-02-04	0.0	1	corona	0	NA	
1224534360713580545	Hong Kong medical workers strike to urge border closure with mainland China to block virus	2020-02-04	-0.5267	1	virus	1	china	
1224529343235395586	At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor,…	2020-02-04	-0.4939	0	NA	0	NA	
1224529947856965634	Do you think Corona virus hurts already teetering Russia more than It hurts it Chinese lifeline due oil prices and other cur…	2020-02-04	-0.7351	1	coronavirus	1	chinese	
1224531137130680320	😭😭😭 So sad. People are dying and family are crying out for help.  CN government are not doing enough to help its citizen as they promised. PrayForWuhan	2020-02-04	0.1045	0	NA	1	wuhan	
1224532987238240256	This is (mostly) attributable to Carrie Lam who could have advised citizens on precautions long before the Lunar New Year.  Since early Jan-20, many citizens in Hong Kong have publicly voiced concerns on the new SARS, which is know as WuhanCoronavirus now.	2020-02-04	0.0	1	coronavirus	1	wuhan	
1224532496609677313	Notice from  a Community Committee in Shenzhen To contain Coronavirus, we will cut off water supply of Hubei residents…	2020-02-04	-0.2732	1	coronavirus	0	NA	
1224532225460449282	Oh. Wow.	2020-02-04	0.5859	0	NA	0	NA	
1224529247080828928	The US has been 'creating and spreading fear' by 'overreacting' to the novel coronavirus outbreak, Beijing said on Monday.	2020-02-04	0.0772	1	coronavirus	0	NA	
1224534914915172352	As countries, including the US and Singapore, impose bans on visitors travelling from China, the WHO says such measures are n…	2020-02-04	-0.296	0	NA	1	china	
1224530734892945409	It may yet be confirmed that asymptomatic/minimally-symptomatic transmission occurs, but this episode reinforces that ever…	2020-02-04	0.0	0	NA	0	NA	
1224530312459247617	One doctor in Hong Kong says he understands why health care workers are protesting as coronavirus has spread from China:   'We don…	2020-02-04	0.1027	1	coronavirus	1	china	
1224534306082549760	BREAKING: 39-year-old man first coronavirus patient to die in Hong Kong   HongKong China c…	2020-02-04	-0.5994	1	coronavirus	1	china	
1224533980885577728	BREAKING Construction work of Huoshenshan Hospital, Wuhan's makeshift hospital built for treating pneumonia patients in…	2020-02-04	0.0	0	NA	1	wuhan	
1224529602963439617	Before and after high-resolution SkySat imagery reveals one of the new hospitals in Wuhan, China. It was built in a matter…	2020-02-04	0.0	0	NA	1	wuhan	
1224529936326643712	this is getting weirder and creepier	2020-02-04	-0.128	0	NA	0	NA	
1224530991022108672	Hi everyone, I'm XiaoZhan 肖战. The coronavirus epidemic has affected the hearts of the people. Everyone please wash their h…	2020-02-04	0.1779	1	coronavirus	0	NA	
1224534801794789380	I think racism against East &amp; South East Asians will increase after all this. Which is quite unfortunate.  coronavirus CoronavirusOutbreak coronavirusindia coronaviruschina	2020-02-04	-0.7264	1	coronavirus	1	china	
1224534452770082821	Iran stays strongly with her friends! We do strongly support China !	2020-02-04	0.8619	0	NA	1	china	
1224534885152575489	BREAKING Patient infected with coronavirus dies in Hong Kong: authorities	2020-02-04	-0.4939	1	coronavirus	0	NA	
1224531461618819073	does it have coronavirus?	2020-02-04	0.0	1	coronavirus	0	NA	
1224529910250770432	Absolutely heartbreaking. No student should have to endure this terror in an atmosphere meant for education. We need to fight t…	2020-02-04	-0.9076	0	NA	0	NA	
1224529521325441024	Biden’s and Kerry’s set up fund with China 💰💰to steal our manufacturing technology! Where is investigations?  Who in Congress…	2020-02-04	-0.5411	0	NA	1	china	
1224530945069305857	bro is that a curtain	2020-02-04	0.0	0	NA	0	NA	
1224533925034225665	HongKong medics strike, demand full closure of border with mainland China amid CoronavirusOutbreak	2020-02-04	-0.25	1	coronavirus	1	china	
1224533025620250627	HongKong medics are currently on strike to plead for CarrieLam fully shutting down the 🇭🇰-China borders, under the thr…	2020-02-04	-0.128	0	NA	1	china	
1224528131316338690	2,400 medical workers go on strike in Hong Kong to demand the government shuts its border with China to stop coronavirus h…	2020-02-04	-0.4939	1	coronavirus	1	china	
1224532567526764545	Even your response is not humble. It’s somehow everyone else’s fault. We are all sick of China blaming everyone else about trade / virus etc. Friendship goes both ways.	2020-02-04	-0.743	1	virus	1	china	
1224530097316614146	I just can't believe how quickly they stopped covering the bushfires (that are still burning towns to the ground) when Coronavirus took over and then flipped the corruption for the Nat Spill.  They're Ambulance chasers.  Feeding the Chooks indeed.	2020-02-04	-0.2263	1	coronavirus	0	NA	
1224532025597542402	Coronavirus patient 16 has been discovered in Korea	2020-02-04	0.0	1	coronavirus	0	NA	
1224534413418983424	Coronavirus: China orders its citizen to give up meat, become Vegetarian	2020-02-04	0.0	1	coronavirus	1	china	
1224533930096955392	Just for the record, remdesivir failed in Ebola treatment  1/24/20 - Gilead Sciences Working w/Chinese to see if an experimental drug called remdesivir, which is used to treat the Ebola virus, can combat the symptoms of coronavirus	2020-02-04	-0.4588	1	coronavirus	1	chinese	
1224534275321671680	Most dangerous viruses in the world  AIDS found in Congo  Nipah found in Malaysia  Corona found in China  Ebola found…	2020-02-04	-0.5256	1	corona	1	china	
